enzid	name
57406	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
54861	thr4.86_log2rpkm
7123	thr4.86_log2rpkm
2899	thr4.86_log2rpkm
64769	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
94032	thr4.86_log2rpkm
6184	thr4.86_log2rpkm
116832	thr4.86_log2rpkm
8314	thr4.86_log2rpkm
7086	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
3015	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
10424	thr4.86_log2rpkm
5364	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
8927	thr4.86_log2rpkm
79012	thr4.86_log2rpkm
51368	thr4.86_log2rpkm
1849	thr4.86_log2rpkm
64850	thr4.86_log2rpkm
80335	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
3148	thr4.86_log2rpkm
11341	thr4.86_log2rpkm
308	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
4886	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
10085	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
91137	thr4.86_log2rpkm
153733	thr4.86_log2rpkm
4724	thr4.86_log2rpkm
9607	thr4.86_log2rpkm
1879	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
23176	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
2173	thr4.86_log2rpkm
30012	thr4.86_log2rpkm
10370	thr4.86_log2rpkm
9263	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
6208	thr4.86_log2rpkm
63974	thr4.86_log2rpkm
54329	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
819	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
222962	thr4.86_log2rpkm
23462	thr4.86_log2rpkm
1278	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
5224	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
1508	thr4.86_log2rpkm
107	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
5885	thr4.86_log2rpkm
2020	thr4.86_log2rpkm
27012	thr4.86_log2rpkm
55074	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
1020	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
83590	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
501	thr4.86_log2rpkm
1345	thr4.86_log2rpkm
7534	thr4.86_log2rpkm
79870	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
157378	thr4.86_log2rpkm
11168	thr4.86_log2rpkm
51271	thr4.86_log2rpkm
54769	thr4.86_log2rpkm
4783	thr4.86_log2rpkm
216	thr4.86_log2rpkm
3190	thr4.86_log2rpkm
84302	thr4.86_log2rpkm
58526	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
4712	thr4.86_log2rpkm
7415	thr4.86_log2rpkm
30968	thr4.86_log2rpkm
26050	thr4.86_log2rpkm
145581	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
1073	thr4.86_log2rpkm
219654	thr4.86_log2rpkm
283209	thr4.86_log2rpkm
84457	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
220296	thr4.86_log2rpkm
6166	thr4.86_log2rpkm
7570	thr4.86_log2rpkm
23588	thr4.86_log2rpkm
382	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
219287	thr4.86_log2rpkm
89890	thr4.86_log2rpkm
5015	thr4.86_log2rpkm
51339	thr4.86_log2rpkm
509	thr4.86_log2rpkm
118881	thr4.86_log2rpkm
84858	thr4.86_log2rpkm
1602	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
10935	thr4.86_log2rpkm
27069	thr4.86_log2rpkm
3251	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
282974	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
90809	thr4.86_log2rpkm
57447	thr4.86_log2rpkm
26012	thr4.86_log2rpkm
51222	thr4.86_log2rpkm
6297	thr4.86_log2rpkm
259217	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
145567	thr4.86_log2rpkm
5702	thr4.86_log2rpkm
64112	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
389941	thr4.86_log2rpkm
3747	thr4.86_log2rpkm
5654	thr4.86_log2rpkm
161742	thr4.86_log2rpkm
83700	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
55530	thr4.86_log2rpkm
84706	thr4.86_log2rpkm
51762	thr4.86_log2rpkm
4714	thr4.86_log2rpkm
654429	thr4.86_log2rpkm
1152	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
55323	thr4.86_log2rpkm
9221	thr4.86_log2rpkm
9318	thr4.86_log2rpkm
2562	thr4.86_log2rpkm
10576	thr4.86_log2rpkm
5092	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
55800	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
322	thr4.86_log2rpkm
54765	thr4.86_log2rpkm
3611	thr4.86_log2rpkm
6881	thr4.86_log2rpkm
1200	thr4.86_log2rpkm
8642	thr4.86_log2rpkm
1528	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
3419	thr4.86_log2rpkm
1381	thr4.86_log2rpkm
6157	thr4.86_log2rpkm
222865	thr4.86_log2rpkm
5579	thr4.86_log2rpkm
50810	thr4.86_log2rpkm
4176	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
90701	thr4.86_log2rpkm
81565	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
51647	thr4.86_log2rpkm
7184	thr4.86_log2rpkm
10904	thr4.86_log2rpkm
27018	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
89927	thr4.86_log2rpkm
219539	thr4.86_log2rpkm
5479	thr4.86_log2rpkm
84191	thr4.86_log2rpkm
9768	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
54386	thr4.86_log2rpkm
4665	thr4.86_log2rpkm
114794	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
7529	thr4.86_log2rpkm
6447	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
81628	thr4.86_log2rpkm
4130	thr4.86_log2rpkm
10982	thr4.86_log2rpkm
4141	thr4.86_log2rpkm
2923	thr4.86_log2rpkm
11051	thr4.86_log2rpkm
7008	thr4.86_log2rpkm
5090	thr4.86_log2rpkm
5245	thr4.86_log2rpkm
6632	thr4.86_log2rpkm
201191	thr4.86_log2rpkm
399665	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
10999	thr4.86_log2rpkm
81605	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
2021	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
51704	thr4.86_log2rpkm
1398	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
3481	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
10632	thr4.86_log2rpkm
10449	thr4.86_log2rpkm
6786	thr4.86_log2rpkm
6240	thr4.86_log2rpkm
64122	thr4.86_log2rpkm
112476	thr4.86_log2rpkm
126298	thr4.86_log2rpkm
94235	thr4.86_log2rpkm
762	thr4.86_log2rpkm
7171	thr4.86_log2rpkm
2879	thr4.86_log2rpkm
90007	thr4.86_log2rpkm
4597	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
6137	thr4.86_log2rpkm
784	thr4.86_log2rpkm
147015	thr4.86_log2rpkm
7846	thr4.86_log2rpkm
84790	thr4.86_log2rpkm
53916	thr4.86_log2rpkm
2819	thr4.86_log2rpkm
57348	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
284339	thr4.86_log2rpkm
7705	thr4.86_log2rpkm
94274	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
90522	thr4.86_log2rpkm
85300	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
1938	thr4.86_log2rpkm
80700	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
10501	thr4.86_log2rpkm
51031	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
90990	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
5653	thr4.86_log2rpkm
55611	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
4701	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
84926	thr4.86_log2rpkm
3489	thr4.86_log2rpkm
4723	thr4.86_log2rpkm
10263	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
7001	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
10476	thr4.86_log2rpkm
146664	thr4.86_log2rpkm
25837	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
57524	thr4.86_log2rpkm
21	thr4.86_log2rpkm
23524	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
1642	thr4.86_log2rpkm
2495	thr4.86_log2rpkm
26580	thr4.86_log2rpkm
5436	thr4.86_log2rpkm
6520	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
1499	thr4.86_log2rpkm
4054	thr4.86_log2rpkm
7536	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
5368	thr4.86_log2rpkm
10980	thr4.86_log2rpkm
5049	thr4.86_log2rpkm
84309	thr4.86_log2rpkm
5867	thr4.86_log2rpkm
3761	thr4.86_log2rpkm
149603	thr4.86_log2rpkm
93487	thr4.86_log2rpkm
54541	thr4.86_log2rpkm
3516	thr4.86_log2rpkm
55788	thr4.86_log2rpkm
2786	thr4.86_log2rpkm
92181	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
7266	thr4.86_log2rpkm
359948	thr4.86_log2rpkm
64943	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
3800	thr4.86_log2rpkm
648	thr4.86_log2rpkm
57215	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
5162	thr4.86_log2rpkm
200845	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
11170	thr4.86_log2rpkm
4336	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
378	thr4.86_log2rpkm
4735	thr4.86_log2rpkm
10963	thr4.86_log2rpkm
11031	thr4.86_log2rpkm
203190	thr4.86_log2rpkm
11273	thr4.86_log2rpkm
9796	thr4.86_log2rpkm
23255	thr4.86_log2rpkm
2637	thr4.86_log2rpkm
2339	thr4.86_log2rpkm
1128	thr4.86_log2rpkm
1281	thr4.86_log2rpkm
6575	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
29100	thr4.86_log2rpkm
10768	thr4.86_log2rpkm
11142	thr4.86_log2rpkm
54910	thr4.86_log2rpkm
10098	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
27065	thr4.86_log2rpkm
56884	thr4.86_log2rpkm
51255	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
4144	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
29091	thr4.86_log2rpkm
56947	thr4.86_log2rpkm
10815	thr4.86_log2rpkm
23620	thr4.86_log2rpkm
10116	thr4.86_log2rpkm
521	thr4.86_log2rpkm
7386	thr4.86_log2rpkm
5604	thr4.86_log2rpkm
3187	thr4.86_log2rpkm
254778	thr4.86_log2rpkm
293	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
7336	thr4.86_log2rpkm
4330	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
10421	thr4.86_log2rpkm
10636	thr4.86_log2rpkm
26000	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
27166	thr4.86_log2rpkm
8706	thr4.86_log2rpkm
114787	thr4.86_log2rpkm
65008	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
6383	thr4.86_log2rpkm
25932	thr4.86_log2rpkm
9839	thr4.86_log2rpkm
2705	thr4.86_log2rpkm
5093	thr4.86_log2rpkm
3094	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
27247	thr4.86_log2rpkm
201254	thr4.86_log2rpkm
2194	thr4.86_log2rpkm
7555	thr4.86_log2rpkm
4493	thr4.86_log2rpkm
2873	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
7580	thr4.86_log2rpkm
9079	thr4.86_log2rpkm
5881	thr4.86_log2rpkm
123591	thr4.86_log2rpkm
7360	thr4.86_log2rpkm
84894	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
6091	thr4.86_log2rpkm
1501	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
4071	thr4.86_log2rpkm
8019	thr4.86_log2rpkm
51621	thr4.86_log2rpkm
23414	thr4.86_log2rpkm
79724	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
57555	thr4.86_log2rpkm
1107	thr4.86_log2rpkm
214	thr4.86_log2rpkm
7532	thr4.86_log2rpkm
10477	thr4.86_log2rpkm
58485	thr4.86_log2rpkm
9283	thr4.86_log2rpkm
51617	thr4.86_log2rpkm
123606	thr4.86_log2rpkm
7324	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
3316	thr4.86_log2rpkm
6588	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
11337	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
7314	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
2353	thr4.86_log2rpkm
10972	thr4.86_log2rpkm
2018	thr4.86_log2rpkm
10446	thr4.86_log2rpkm
166614	thr4.86_log2rpkm
55890	thr4.86_log2rpkm
222008	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
3035	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
5036	thr4.86_log2rpkm
23204	thr4.86_log2rpkm
79192	thr4.86_log2rpkm
1000	thr4.86_log2rpkm
9229	thr4.86_log2rpkm
134492	thr4.86_log2rpkm
26145	thr4.86_log2rpkm
3308	thr4.86_log2rpkm
83482	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
98	thr4.86_log2rpkm
3799	thr4.86_log2rpkm
2861	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
25948	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
9788	thr4.86_log2rpkm
6203	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
2941	thr4.86_log2rpkm
4696	thr4.86_log2rpkm
85315	thr4.86_log2rpkm
1901	thr4.86_log2rpkm
5569	thr4.86_log2rpkm
155066	thr4.86_log2rpkm
5581	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
79095	thr4.86_log2rpkm
84233	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
81603	thr4.86_log2rpkm
81831	thr4.86_log2rpkm
3726	thr4.86_log2rpkm
219738	thr4.86_log2rpkm
4884	thr4.86_log2rpkm
50515	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
11076	thr4.86_log2rpkm
3752	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
8941	thr4.86_log2rpkm
84525	thr4.86_log2rpkm
26156	thr4.86_log2rpkm
55144	thr4.86_log2rpkm
5481	thr4.86_log2rpkm
6902	thr4.86_log2rpkm
4761	thr4.86_log2rpkm
4135	thr4.86_log2rpkm
598	thr4.86_log2rpkm
112398	thr4.86_log2rpkm
22883	thr4.86_log2rpkm
51523	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
8507	thr4.86_log2rpkm
6919	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
2628	thr4.86_log2rpkm
4807	thr4.86_log2rpkm
4300	thr4.86_log2rpkm
6227	thr4.86_log2rpkm
6201	thr4.86_log2rpkm
5621	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
361	thr4.86_log2rpkm
7857	thr4.86_log2rpkm
11346	thr4.86_log2rpkm
4118	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
2596	thr4.86_log2rpkm
5859	thr4.86_log2rpkm
94103	thr4.86_log2rpkm
54205	thr4.86_log2rpkm
794	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
3400	thr4.86_log2rpkm
2845	thr4.86_log2rpkm
10605	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
257194	thr4.86_log2rpkm
682	thr4.86_log2rpkm
253782	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
112858	thr4.86_log2rpkm
10248	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
10231	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
2783	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
9854	thr4.86_log2rpkm
9915	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
9158	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
5499	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
27289	thr4.86_log2rpkm
30008	thr4.86_log2rpkm
8148	thr4.86_log2rpkm
1072	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
6169	thr4.86_log2rpkm
6670	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
26960	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
79877	thr4.86_log2rpkm
10777	thr4.86_log2rpkm
156	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
54674	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
111	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
91683	thr4.86_log2rpkm
56834	thr4.86_log2rpkm
6623	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
4296	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
712	thr4.86_log2rpkm
1605	thr4.86_log2rpkm
3642	thr4.86_log2rpkm
1600	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
26472	thr4.86_log2rpkm
10534	thr4.86_log2rpkm
2286	thr4.86_log2rpkm
7423	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
5091	thr4.86_log2rpkm
78999	thr4.86_log2rpkm
7388	thr4.86_log2rpkm
5707	thr4.86_log2rpkm
9804	thr4.86_log2rpkm
1267	thr4.86_log2rpkm
3728	thr4.86_log2rpkm
10209	thr4.86_log2rpkm
6712	thr4.86_log2rpkm
83759	thr4.86_log2rpkm
84833	thr4.86_log2rpkm
114897	thr4.86_log2rpkm
5936	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
2787	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
10594	thr4.86_log2rpkm
5306	thr4.86_log2rpkm
57659	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
488	thr4.86_log2rpkm
6124	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
148808	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
65003	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
7368	thr4.86_log2rpkm
9024	thr4.86_log2rpkm
11041	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
6138	thr4.86_log2rpkm
3265	thr4.86_log2rpkm
6731	thr4.86_log2rpkm
126006	thr4.86_log2rpkm
10897	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
81876	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
26470	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
253980	thr4.86_log2rpkm
84107	thr4.86_log2rpkm
64837	thr4.86_log2rpkm
9435	thr4.86_log2rpkm
11065	thr4.86_log2rpkm
149420	thr4.86_log2rpkm
55690	thr4.86_log2rpkm
65108	thr4.86_log2rpkm
253559	thr4.86_log2rpkm
5708	thr4.86_log2rpkm
22843	thr4.86_log2rpkm
131408	thr4.86_log2rpkm
1466	thr4.86_log2rpkm
1649	thr4.86_log2rpkm
10540	thr4.86_log2rpkm
10106	thr4.86_log2rpkm
9793	thr4.86_log2rpkm
10025	thr4.86_log2rpkm
8534	thr4.86_log2rpkm
9537	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
27257	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
56675	thr4.86_log2rpkm
8665	thr4.86_log2rpkm
1212	thr4.86_log2rpkm
5122	thr4.86_log2rpkm
4023	thr4.86_log2rpkm
55844	thr4.86_log2rpkm
10589	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
83638	thr4.86_log2rpkm
80227	thr4.86_log2rpkm
5870	thr4.86_log2rpkm
11007	thr4.86_log2rpkm
54968	thr4.86_log2rpkm
7025	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
8607	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
10458	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
2	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
57633	thr4.86_log2rpkm
84617	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
8636	thr4.86_log2rpkm
2290	thr4.86_log2rpkm
664	thr4.86_log2rpkm
114926	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
1351	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
254531	thr4.86_log2rpkm
11145	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
2788	thr4.86_log2rpkm
9920	thr4.86_log2rpkm
84823	thr4.86_log2rpkm
51320	thr4.86_log2rpkm
220441	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
8851	thr4.86_log2rpkm
10409	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
55884	thr4.86_log2rpkm
2902	thr4.86_log2rpkm
6664	thr4.86_log2rpkm
7298	thr4.86_log2rpkm
9240	thr4.86_log2rpkm
4062	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
10522	thr4.86_log2rpkm
6330	thr4.86_log2rpkm
391	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
6888	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
8325	thr4.86_log2rpkm
8541	thr4.86_log2rpkm
64110	thr4.86_log2rpkm
266812	thr4.86_log2rpkm
284119	thr4.86_log2rpkm
56475	thr4.86_log2rpkm
79751	thr4.86_log2rpkm
4808	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
6181	thr4.86_log2rpkm
3725	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
57104	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
5441	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
9772	thr4.86_log2rpkm
6666	thr4.86_log2rpkm
10949	thr4.86_log2rpkm
3766	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
1176	thr4.86_log2rpkm
2885	thr4.86_log2rpkm
7334	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
6232	thr4.86_log2rpkm
60626	thr4.86_log2rpkm
55929	thr4.86_log2rpkm
3615	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
9659	thr4.86_log2rpkm
4729	thr4.86_log2rpkm
55152	thr4.86_log2rpkm
25970	thr4.86_log2rpkm
5339	thr4.86_log2rpkm
441151	thr4.86_log2rpkm
63917	thr4.86_log2rpkm
114798	thr4.86_log2rpkm
11180	thr4.86_log2rpkm
8834	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
3350	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
63973	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
54681	thr4.86_log2rpkm
196403	thr4.86_log2rpkm
404217	thr4.86_log2rpkm
767	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
56998	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
115207	thr4.86_log2rpkm
2907	thr4.86_log2rpkm
9377	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
54512	thr4.86_log2rpkm
6879	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
51341	thr4.86_log2rpkm
7284	thr4.86_log2rpkm
55030	thr4.86_log2rpkm
6415	thr4.86_log2rpkm
27335	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
1537	thr4.86_log2rpkm
2193	thr4.86_log2rpkm
144348	thr4.86_log2rpkm
811	thr4.86_log2rpkm
9500	thr4.86_log2rpkm
5886	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
256472	thr4.86_log2rpkm
5781	thr4.86_log2rpkm
23302	thr4.86_log2rpkm
23241	thr4.86_log2rpkm
1960	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
24147	thr4.86_log2rpkm
10472	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
23580	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
388394	thr4.86_log2rpkm
116135	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
29890	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
22864	thr4.86_log2rpkm
9378	thr4.86_log2rpkm
55017	thr4.86_log2rpkm
22827	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
51333	thr4.86_log2rpkm
11336	thr4.86_log2rpkm
66004	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
8575	thr4.86_log2rpkm
386618	thr4.86_log2rpkm
2535	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
5062	thr4.86_log2rpkm
221687	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
4081	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
387914	thr4.86_log2rpkm
5464	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
79929	thr4.86_log2rpkm
6748	thr4.86_log2rpkm
23510	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
25994	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
4869	thr4.86_log2rpkm
64219	thr4.86_log2rpkm
5179	thr4.86_log2rpkm
92815	thr4.86_log2rpkm
5430	thr4.86_log2rpkm
9625	thr4.86_log2rpkm
23109	thr4.86_log2rpkm
6657	thr4.86_log2rpkm
5912	thr4.86_log2rpkm
399664	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
54112	thr4.86_log2rpkm
90355	thr4.86_log2rpkm
57463	thr4.86_log2rpkm
22820	thr4.86_log2rpkm
575	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
10193	thr4.86_log2rpkm
134553	thr4.86_log2rpkm
84890	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
55228	thr4.86_log2rpkm
3418	thr4.86_log2rpkm
91304	thr4.86_log2rpkm
7485	thr4.86_log2rpkm
84629	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
NA	thr4.86_log2rpkm
